ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback
FKVPDQ,Skipper,North Carolina,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Diesel,2024,6100,69650,103,2021-03-10,Un Sold,1970-01-01,4374,0,0,Krishna,3,0,Good
PEOY92,Zupps,Madison,Fortuner,Toyota,SUV,Black,Automatic,8,5,Electric,2021,9300,72031,200,2015-02-17,Un Sold,1970-01-01,7549,0,0,Pavan,4,0,Good
ZLOE0F,APE,Texas,Kags,Renault,SUV,White,Automatic,7,5,Electric,2016,9800,59875,175,2018-02-12,Un Sold,1970-01-01,8309,0,0,Hariom,5,0,Average
FIHV9Q,Motor,Portland,Thar,Mahindra,SUV,Red,Manual,5,3,Petrol,2020,7900,84602,130,2022-09-10,Un Sold,1970-01-01,6917,0,0,Shruthi,4,0,Excellent
WRS20F,Oto,Tennessee,Yodha,Tata,Truck,Blue,Automatic,3,2,Hybrid,2024,8000,7882,100,2023-07-18,Un Sold,1970-01-01,6522,0,0,Swathi,1,0,Excellent
1RQ2I1,Carsome,Tennessee,Dzire,Maruti,Sedan,Gray,Manual,5,5,Hybrid,2019,8000,78043,100,2015-01-29,Un Sold,1970-01-01,7428,0,0,Rithvik,1,0,Good
CNLVFD,Carro,Utah,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Electric,2018,8100,51205,113,2017-01-31,Un Sold,1970-01-01,6962,0,0,Karan,4,0,Excellent
X575S0,Ahg,Chicago,Scorpio,Mahindra,SUV,Red,Manual,5,5,Hybrid,2016,9300,17139,120,2024-11-19,Un Sold,1970-01-01,7824,0,0,Narayan,2,0,Excellent
5R3A4K,Motor,North Carolina,i20,Hyundai,Hatchback,Blue,Manual,4,5,Diesel,2024,6100,33362,120,2017-06-03,Un Sold,1970-01-01,5267,0,0,Preeti,1,0,Excellent
AP2CN6,Ahg,California,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Hybrid,2019,7500,61906,103,2018-03-02,Sold,2021-11-12,6581,6041,-8,Piyush,5,0,Excellent
5S8V12,Nufor,Utah,Dzire,Maruti,Sedan,White,Automatic,5,5,Petrol,2019,7000,86516,100,2019-01-23,Un Sold,1970-01-01,5679,0,0,Hariom,2,0,Excellent
6O5GFW,Carmudi,Philadelphia,Yodha,Tata,Truck,White,Automatic,3,2,Petrol,2024,7000,25411,100,2020-12-19,Un Sold,1970-01-01,6274,0,0,Dhruv,4,0,Good
X14OE1,Trust,Denver,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Diesel,2018,6700,61508,113,2015-03-15,Un Sold,1970-01-01,4775,0,0,Supriya,5,0,Excellent
MAKA98,Carmix,Denver,Hilux,Toyota,Truck,Gray,Manual,4,2,Petrol,2016,7800,65838,200,2024-01-10,Sold,2024-06-02,5978,5202,-13,Supriya,5,0,Good
YF0UYB,Carmudi,San Jose,Fortuner,Toyota,SUV,Red,Automatic,8,5,Hybrid,2021,8800,48658,200,2022-05-12,Un Sold,1970-01-01,7513,0,0,Pranav,1,0,Good
8Q042L,Knox,Oklahoma,Swift,Maruti,Sedan,White,Manual,5,4,Electric,2016,8800,43094,115,2022-01-29,Un Sold,1970-01-01,7060,0,0,Sai,1,0,Excellent
ZR85IS,Skipper,Tennessee,Fortuner,Toyota,SUV,Blue,Manual,8,5,Diesel,2017,8300,9689,200,2016-07-10,Sold,2016-03-18,7248,7821,8,Ram,5,115,Good
3QTX7M,Ahg,New York,Plato,Prazo,Convertible,Black,Automatic,2,2,Petrol,2018,9100,42448,250,2016-10-01,Un Sold,1970-01-01,7595,0,0,Vishwajeet,5,0,Good
IGSTMF,Kamkar,Philadelphia,Seltos,Kia,Hatchback,White,Manual,5,5,Petrol,2024,6000,38351,150,2020-10-04,Un Sold,1970-01-01,5330,0,0,Rithvik,5,0,Good
YLQ6XD,Automart,Detroit,Hilux,Toyota,Truck,Gray,Manual,4,2,Electric,2023,8600,51868,200,2016-03-26,Un Sold,1970-01-01,7078,0,0,Karan,1,0,Average
UQ4TKR,Carsome,Denver,Creta,Hyundai,Hatchback,Black,Manual,5,5,Petrol,2020,6400,11799,113,2015-12-11,Un Sold,1970-01-01,5360,0,0,Preeti,1,0,Poor
6BO7QX,Marchi,Madison,Yodha,Tata,Truck,Blue,Automatic,3,2,Hybrid,2022,8200,77309,100,2019-03-18,Un Sold,1970-01-01,6240,0,0,Preeti,1,0,Good
38O8YF,Carousell,Detroit,Plato,Prazo,Convertible,Blue,Automatic,2,2,Diesel,2021,8900,79070,250,2015-04-13,Un Sold,1970-01-01,7051,0,0,Vihaan,3,0,Good
JGEKL2,Automart,Utah,Hilux,Toyota,Truck,Gray,Manual,4,2,Hybrid,2018,8600,98180,200,2017-02-14,Sold,2023-11-29,7566,6830,-10,Ram,4,0,Good
T99WQH,Cars24,Chicago,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Petrol,2020,6400,8764,113,2018-05-18,Un Sold,1970-01-01,5587,0,0,Vishwajeet,1,0,Excellent
D5XYP6,Carro,Philadelphia,Yodha,Tata,Truck,Gray,Manual,3,2,Diesel,2020,7500,9374,100,2019-04-07,Un Sold,1970-01-01,6694,0,0,Preeti,4,0,Poor
0RNX3L,Marchi,San Jose,Fortuner,Toyota,SUV,Blue,Manual,8,5,Hybrid,2018,9100,21268,200,2024-08-03,Un Sold,1970-01-01,7893,0,0,Shilpa,1,0,Good
RJPJ86,Carmudi,Madison,Yodha,Tata,Truck,Black,Manual,3,2,Petrol,2019,7500,39717,100,2018-02-05,Un Sold,1970-01-01,5509,0,0,Shailaja,1,0,Good
APUBJD,Automart,Philadelphia,Yodha,Tata,Truck,Black,Automatic,3,2,Hybrid,2017,8700,11742,100,2018-08-03,Un Sold,1970-01-01,6830,0,0,Bhavani,3,0,Good
7OHLML,Marchi,Utah,Thar,Mahindra,SUV,Red,Manual,5,3,Petrol,2023,7600,13557,130,2023-06-24,Un Sold,1970-01-01,6065,0,0,Sai,5,0,Good
CHOABR,Knox,San Jose,Hilux,Toyota,Truck,Blue,Automatic,4,2,Diesel,2023,7200,90474,200,2018-09-12,Un Sold,1970-01-01,5342,0,0,Bhavani,2,0,Average
MPXL64,Skipper,Detroit,Kags,Renault,SUV,Blue,Manual,7,5,Electric,2018,9600,7138,175,2016-05-30,Sold,2024-12-23,8714,8589,-1,Pavan,5,0,Excellent
89L3ZE,APE,Detroit,i20,Hyundai,Hatchback,Red,Manual,4,5,Petrol,2023,6100,79168,120,2017-11-04,Un Sold,1970-01-01,4616,0,0,Arjuna,1,0,Good
3XW5UX,Carousell,Madison,Plato,Prazo,Convertible,White,Automatic,2,2,Hybrid,2019,10000,15726,250,2021-05-02,Sold,2021-10-23,8095,7540,-7,Dhruv,4,0,Average
ZCDAKN,Sobri,Denver,Thar,Mahindra,SUV,Blue,Automatic,5,3,Diesel,2021,7900,62069,130,2024-08-19,Un Sold,1970-01-01,6355,0,0,Pavan,3,0,Poor
00AQJ0,Kamkar,Madison,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Hybrid,2020,7400,53743,120,2018-11-22,Un Sold,1970-01-01,6597,0,0,Aditya,1,0,Poor
UJ3HWD,Trust,Chicago,Kags,Renault,SUV,Black,Automatic,7,5,Hybrid,2020,8900,54093,175,2016-05-18,Un Sold,1970-01-01,7383,0,0,Shiva,1,0,Good
5D27GP,Olx,Chicago,Kags,Renault,SUV,Black,Automatic,7,5,Petrol,2016,8300,58458,175,2015-03-23,Sold,2022-03-10,7050,7928,12,Sai,1,176,Good
NC8956,Skipper,Tucson,Swift,Maruti,Sedan,Gray,Automatic,5,4,Hybrid,2018,8100,30312,115,2020-04-01,Un Sold,1970-01-01,7516,0,0,Dhruv,3,0,Excellent
CNKL5W,Ahg,Philadelphia,Swift,Maruti,Sedan,Red,Manual,5,4,Petrol,2016,7300,15028,115,2024-12-23,Un Sold,1970-01-01,6511,0,0,Preeti,3,0,Good
TD8YKN,Motor,Portland,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Petrol,2017,6700,22751,103,2015-05-08,Un Sold,1970-01-01,4894,0,0,Supriya,2,0,Excellent
465985,Automart,New York,Yodha,Tata,Truck,Black,Manual,3,2,Diesel,2024,7100,62777,100,2016-10-20,Un Sold,1970-01-01,5119,0,0,Swapna,3,0,Average
M9NPH7,Carmix,Detroit,Swift,Maruti,Sedan,Blue,Manual,5,4,Diesel,2017,7300,53686,115,2016-04-21,Sold,2018-09-01,6268,6567,5,Krishna,2,60,Excellent
RCXMBQ,Carsome,Florida,Swift,Maruti,Sedan,Black,Automatic,5,4,Petrol,2024,6500,18054,115,2015-03-12,Un Sold,1970-01-01,5945,0,0,Arjuna,4,0,Average
55I1CS,Automart,Utah,Seltos,Kia,Hatchback,White,Automatic,5,5,Petrol,2023,6100,6550,150,2023-08-24,Un Sold,1970-01-01,5010,0,0,Krishna,2,0,Excellent
F9ACC7,Olx,Tucson,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Diesel,2016,6900,80568,103,2020-11-16,Sold,2024-03-10,5492,7023,28,Aditya,3,306,Average
84TWNH,Carmudi,Chicago,Plato,Prazo,Convertible,Blue,Manual,2,2,Petrol,2022,8700,94069,250,2024-01-26,Sold,2024-07-12,7717,9241,20,Sai,1,305,Average
1FN8I5,Olx,Chicago,Swift,Maruti,Sedan,Black,Manual,5,4,Electric,2019,8500,66558,115,2019-01-23,Un Sold,1970-01-01,7496,0,0,Sai,3,0,Excellent
RIZHAM,Carro,Oklahoma,i20,Hyundai,Hatchback,Black,Automatic,4,5,Diesel,2015,7000,68140,120,2022-03-15,Un Sold,1970-01-01,5833,0,0,Swathi,4,0,Poor
BMMAN8,Skipper,Denver,Kags,Renault,SUV,Red,Manual,7,5,Hybrid,2019,9000,69665,175,2017-10-27,Un Sold,1970-01-01,7220,0,0,Karan,1,0,Average
YSDYZU,Carmudi,California,i20,Hyundai,Hatchback,Red,Manual,4,5,Petrol,2021,6300,19063,120,2016-02-05,Un Sold,1970-01-01,4888,0,0,Aarush,3,0,Average
NDDP59,Trust,Chicago,Fortuner,Toyota,SUV,Blue,Manual,8,5,Diesel,2018,8200,53458,200,2023-01-29,Un Sold,1970-01-01,6813,0,0,Shiva,3,0,Excellent
CLF8IF,Nufor,North Carolina,Plato,Prazo,Convertible,Blue,Automatic,2,2,Electric,2015,10900,75019,250,2016-02-25,Un Sold,1970-01-01,10095,0,0,Shilpa,3,0,Average
TAQ4S7,Sobri,New York,i20,Hyundai,Hatchback,Red,Manual,4,5,Petrol,2016,6800,36630,120,2021-03-08,Un Sold,1970-01-01,5299,0,0,Pavan,1,0,Excellent
YKU72L,Olx,San Jose,Plato,Prazo,Convertible,Red,Manual,2,2,Hybrid,2020,9900,34358,250,2015-12-06,Un Sold,1970-01-01,8619,0,0,Sweta,1,0,Excellent
VG1XC2,Carmix,Florida,i20,Hyundai,Hatchback,Black,Automatic,4,5,Hybrid,2015,7900,24302,120,2021-02-02,Un Sold,1970-01-01,6474,0,0,Aarush,3,0,Excellent
C43MUH,Carsome,North Carolina,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Petrol,2022,6200,5122,103,2020-02-21,Un Sold,1970-01-01,5218,0,0,Dhruv,2,0,Excellent
GW8DKK,Automart,North Carolina,Thar,Mahindra,SUV,Red,Manual,5,3,Diesel,2018,8200,75316,130,2022-12-24,Un Sold,1970-01-01,6403,0,0,Swapna,1,0,Excellent
PS7BLS,Automart,Florida,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Petrol,2022,6200,41339,120,2015-05-24,Sold,2020-07-03,4909,5953,21,Bhavani,5,209,Excellent
TDXTP8,Knox,Detroit,i20,Hyundai,Hatchback,Blue,Manual,4,5,Hybrid,2019,7500,15903,120,2020-01-09,Un Sold,1970-01-01,5750,0,0,Ram,5,0,Excellent
UNA667,Skipper,Texas,Dzire,Maruti,Sedan,White,Manual,5,5,Electric,2021,8300,74268,100,2018-03-28,Un Sold,1970-01-01,6989,0,0,Piyush,3,0,Excellent
RUITNH,Trust,Oklahoma,Etriga,Maruti,Hatchback,Black,Manual,4,5,Hybrid,2016,7800,27168,103,2016-10-09,Un Sold,1970-01-01,6284,0,0,Hariom,3,0,Poor
KXG452,Marchi,New York,Seltos,Kia,Hatchback,Black,Manual,5,5,Diesel,2024,6100,62473,150,2024-09-20,Un Sold,1970-01-01,4114,0,0,Narayan,4,0,Average
PZF7MK,Oto,Detroit,Thar,Mahindra,SUV,Red,Manual,5,3,Hybrid,2020,8900,67176,130,2023-07-06,Un Sold,1970-01-01,7412,0,0,Narayan,3,0,Excellent
DHW702,Carmix,Detroit,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Petrol,2024,6000,70384,113,2024-02-24,Un Sold,1970-01-01,5007,0,0,Anushka,3,0,Good
6G6XTA,Carousell,Denver,i20,Hyundai,Hatchback,Black,Automatic,4,5,Hybrid,2022,7200,70717,120,2018-06-30,Sold,2018-06-02,6561,7723,18,Shruthi,2,232,Good
M7ZLNZ,Ahg,Philadelphia,Hilux,Toyota,Truck,Black,Manual,4,2,Electric,2016,9300,9776,200,2015-07-22,Un Sold,1970-01-01,8245,0,0,Karan,3,0,Excellent
H2R7QS,Automart,Tucson,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Diesel,2017,8300,9012,120,2019-06-07,Sold,2022-05-22,6401,5843,-9,Vishwajeet,5,0,Excellent
UWOYZ4,Marchi,California,Hilux,Toyota,Truck,Gray,Manual,4,2,Petrol,2022,7200,70722,200,2024-01-25,Un Sold,1970-01-01,6086,0,0,Aditya,5,0,Excellent
O7B3D1,Carsome,Oklahoma,Yodha,Tata,Truck,Red,Manual,3,2,Hybrid,2015,8900,90796,100,2019-04-26,Un Sold,1970-01-01,6953,0,0,Narayan,3,0,Excellent
7N1ECN,APE,Tennessee,Thar,Mahindra,SUV,White,Automatic,5,3,Hybrid,2019,9000,54008,130,2017-11-27,Un Sold,1970-01-01,7505,0,0,Hariom,2,0,Excellent
9HS0DV,Carsome,Philadelphia,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Electric,2018,8100,35070,113,2017-03-03,Un Sold,1970-01-01,7020,0,0,Supriya,4,0,Excellent
KWNHOA,Marchi,Texas,Fortuner,Toyota,SUV,Red,Manual,8,5,Electric,2018,9600,80062,200,2022-06-25,Sold,2024-11-08,7880,6844,-13,Karan,2,0,Average
HQGQ85,Carousell,Denver,Plato,Prazo,Convertible,Blue,Manual,2,2,Petrol,2018,9100,48265,250,2021-06-17,Un Sold,1970-01-01,8400,0,0,Sai,2,0,Excellent
01WH1C,Marchi,North Carolina,Kags,Renault,SUV,Black,Automatic,7,5,Petrol,2021,7800,74404,175,2022-06-02,Sold,2023-02-20,5871,5594,-5,Aditya,5,0,Good
O1AHYP,Carsome,Tucson,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Petrol,2022,6200,43581,113,2019-03-25,Un Sold,1970-01-01,5520,0,0,Shiva,2,0,Excellent
CYCFPA,Ahg,San Jose,Kags,Renault,SUV,Blue,Automatic,7,5,Hybrid,2020,8900,39195,175,2018-10-30,Un Sold,1970-01-01,7737,0,0,Shruthi,1,0,Poor
X74HL5,Cars24,Utah,i20,Hyundai,Hatchback,White,Automatic,4,5,Hybrid,2019,7500,5137,120,2022-01-14,Un Sold,1970-01-01,6445,0,0,Pavan,4,0,Average
CW2YHH,Sobri,Denver,i20,Hyundai,Hatchback,White,Manual,4,5,Petrol,2023,6100,28900,120,2020-01-01,Un Sold,1970-01-01,4665,0,0,Krishna,5,0,Excellent
MWHH6F,Oto,North Carolina,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Diesel,2015,7000,38996,103,2022-10-23,Un Sold,1970-01-01,5706,0,0,Vishwajeet,3,0,Excellent
QCVAV2,Trust,North Carolina,Hilux,Toyota,Truck,Blue,Manual,4,2,Diesel,2016,7900,60993,200,2015-03-01,Un Sold,1970-01-01,7378,0,0,Dhruv,4,0,Excellent
DI3CTM,Carro,New York,Swift,Maruti,Sedan,Gray,Manual,5,4,Petrol,2018,7100,12793,115,2016-11-16,Sold,2017-11-25,5981,6659,11,Karan,2,136,Average
FU9FUC,Ahg,Portland,Kags,Renault,SUV,Gray,Automatic,7,5,Diesel,2021,7900,69749,175,2022-02-07,Un Sold,1970-01-01,6243,0,0,Vishwajeet,1,0,Excellent
8LUXV4,Motor,Portland,Hilux,Toyota,Truck,Red,Manual,4,2,Petrol,2022,7200,65698,200,2022-09-30,Un Sold,1970-01-01,6528,0,0,Rithvik,5,0,Average
8TWPOG,APE,North Carolina,Kags,Renault,SUV,Gray,Automatic,7,5,Petrol,2017,8200,52596,175,2020-09-30,Un Sold,1970-01-01,7541,0,0,Hariom,5,0,Excellent
N8MYRR,Trivett,Detroit,Plato,Prazo,Convertible,Red,Automatic,2,2,Diesel,2021,8900,25562,250,2017-03-13,Un Sold,1970-01-01,7528,0,0,Ram,4,0,Average
O0QRW0,Sobri,Tennessee,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Electric,2024,9000,64363,200,2015-04-04,Un Sold,1970-01-01,8450,0,0,Vihaan,4,0,Average
VICLXH,Motor,Detroit,Fortuner,Toyota,SUV,White,Manual,8,5,Hybrid,2016,9300,99613,200,2019-04-26,Sold,2019-03-10,7390,6674,-10,Anushka,1,0,Average
SHG6KG,Oto,Utah,Swift,Maruti,Sedan,White,Manual,5,4,Electric,2021,8300,31087,115,2022-02-27,Un Sold,1970-01-01,6722,0,0,Aditya,3,0,Excellent
2Z7E03,Ahg,Chicago,Hilux,Toyota,Truck,Black,Manual,4,2,Petrol,2019,7500,83435,200,2021-03-16,Un Sold,1970-01-01,6791,0,0,Vishwajeet,4,0,Good
SP71OS,Carmix,Tucson,Etriga,Maruti,Hatchback,Black,Manual,4,5,Electric,2020,7900,22726,103,2020-10-25,Un Sold,1970-01-01,6683,0,0,Bhavani,3,0,Excellent
MPUBUX,Carousell,Texas,Dzire,Maruti,Sedan,Blue,Manual,5,5,Electric,2018,8600,48284,100,2021-05-26,Un Sold,1970-01-01,6888,0,0,Supriya,3,0,Excellent
NZWVM9,Cars24,Portland,Yodha,Tata,Truck,Red,Automatic,3,2,Hybrid,2019,8500,86477,100,2023-10-18,Un Sold,1970-01-01,6956,0,0,Vishwajeet,2,0,Average
SU1DZT,Carro,Tucson,Thar,Mahindra,SUV,Blue,Manual,5,3,Electric,2018,9600,94069,130,2022-07-04,Un Sold,1970-01-01,8054,0,0,Piyush,2,0,Average
YY6CE2,Trivett,Denver,i20,Hyundai,Hatchback,White,Automatic,4,5,Petrol,2019,6500,23706,120,2023-12-09,Un Sold,1970-01-01,4676,0,0,Swathi,3,0,Poor
SAMMGH,Skipper,Oklahoma,i20,Hyundai,Hatchback,White,Automatic,4,5,Petrol,2015,6900,55749,120,2017-04-07,Un Sold,1970-01-01,5152,0,0,Dhruv,3,0,Average
TI9ZKF,Ahg,Texas,Hilux,Toyota,Truck,Gray,Manual,4,2,Hybrid,2015,8900,48917,200,2017-10-08,Un Sold,1970-01-01,8357,0,0,Piyush,1,0,Excellent
THKKCK,Cars24,New York,i20,Hyundai,Hatchback,Red,Automatic,4,5,Petrol,2018,6600,4018,120,2023-01-17,Un Sold,1970-01-01,4768,0,0,Piyush,1,0,Poor
3N737O,Skipper,Florida,Thar,Mahindra,SUV,Black,Manual,5,3,Electric,2023,9100,27178,130,2020-02-13,Un Sold,1970-01-01,7771,0,0,Dhruv,3,0,Excellent
8YURWN,Trivett,Columbus,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Electric,2020,7900,58666,113,2021-02-21,Un Sold,1970-01-01,6915,0,0,Rithvik,2,0,Poor
CVVVKB,Kamkar,Texas,Fortuner,Toyota,SUV,Gray,Manual,8,5,Electric,2018,9600,96322,200,2015-06-11,Un Sold,1970-01-01,7701,0,0,Shiva,5,0,Good
T6DP5K,Oto,California,Fortuner,Toyota,SUV,Red,Automatic,8,5,Petrol,2015,8400,31042,200,2023-12-18,Sold,2023-03-28,7532,8828,17,Vishwajeet,2,259,Excellent
K53UU9,Knox,Detroit,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Petrol,2016,7300,4466,100,2024-09-14,Un Sold,1970-01-01,5482,0,0,Rithvik,3,0,Excellent
S2L9BC,Motor,Chicago,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2016,8300,63575,115,2020-09-26,Sold,2024-12-01,6952,7269,5,Hariom,5,63,Good
0OKWNE,Marchi,Detroit,Seltos,Kia,Hatchback,Red,Automatic,5,5,Hybrid,2021,7300,67698,150,2015-08-17,Un Sold,1970-01-01,5871,0,0,Karan,5,0,Average
Y3BVPP,Nufor,Denver,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Electric,2021,7800,33593,150,2019-08-04,Un Sold,1970-01-01,6413,0,0,Krishna,3,0,Average
7ISPIB,Carro,New York,Kags,Renault,SUV,Red,Automatic,7,5,Petrol,2022,7700,18345,175,2015-08-16,Sold,2024-06-12,5900,5595,-5,Vihaan,5,0,Excellent
PJLNI9,Motor,Philadelphia,Kags,Renault,SUV,Red,Manual,7,5,Diesel,2024,7600,27247,175,2021-09-24,Un Sold,1970-01-01,6017,0,0,Hariom,4,0,Excellent
PXXW0C,Carousell,New York,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Petrol,2020,6400,71194,150,2022-07-14,Un Sold,1970-01-01,5803,0,0,Arjuna,4,0,Average
K3IZ25,Carsome,North Carolina,Swift,Maruti,Sedan,Blue,Manual,5,4,Electric,2015,8900,39365,115,2019-07-12,Un Sold,1970-01-01,8118,0,0,Krishna,1,0,Good
3D9MIT,Carsome,Detroit,Yodha,Tata,Truck,White,Automatic,3,2,Diesel,2015,8000,60174,100,2016-10-24,Sold,2016-07-09,6755,7648,13,Preeti,2,179,Average
V2O2RP,Olx,Chicago,Swift,Maruti,Sedan,White,Manual,5,4,Electric,2020,8400,5789,115,2023-12-02,Un Sold,1970-01-01,6905,0,0,Swapna,5,0,Excellent
NGOXI0,Carmix,Oklahoma,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Hybrid,2023,7100,74501,113,2024-05-01,Un Sold,1970-01-01,5235,0,0,Piyush,2,0,Poor
T4UTUM,Zupps,Florida,Swift,Maruti,Sedan,Gray,Manual,5,4,Petrol,2021,6800,75140,115,2020-03-27,Un Sold,1970-01-01,6098,0,0,Piyush,5,0,Average
3654QK,Zupps,San Jose,Thar,Mahindra,SUV,Black,Manual,5,3,Hybrid,2021,8800,48973,130,2016-02-29,Sold,2021-08-12,6982,6997,0,Bhavani,4,3,Good
OSAAM3,Olx,Florida,Hilux,Toyota,Truck,Gray,Manual,4,2,Electric,2021,8800,35158,200,2018-01-25,Sold,2024-02-10,7056,7425,5,Shiva,4,74,Average
CUVS7T,Cars24,California,Thar,Mahindra,SUV,White,Manual,5,3,Hybrid,2024,8500,70904,130,2021-02-07,Un Sold,1970-01-01,6818,0,0,Swapna,4,0,Good
4UW0PU,Carmudi,North Carolina,Thar,Mahindra,SUV,White,Automatic,5,3,Hybrid,2018,9100,3989,130,2024-03-19,Un Sold,1970-01-01,7145,0,0,Krishna,5,0,Average
9YO3H1,Nufor,Tucson,i20,Hyundai,Hatchback,Gray,Manual,4,5,Hybrid,2017,7700,67816,120,2022-02-11,Un Sold,1970-01-01,6277,0,0,Vishwajeet,2,0,Good
CTO3WC,Zupps,Portland,Etriga,Maruti,Hatchback,Red,Manual,4,5,Electric,2019,8000,66476,103,2016-10-22,Un Sold,1970-01-01,7225,0,0,Shiva,2,0,Excellent
GFTXT1,Marchi,Tennessee,i20,Hyundai,Hatchback,Red,Automatic,4,5,Petrol,2015,6900,76209,120,2020-11-30,Un Sold,1970-01-01,4937,0,0,Shailaja,1,0,Good
ZYF8RX,Carro,New York,Thar,Mahindra,SUV,Blue,Manual,5,3,Diesel,2024,7600,35452,130,2019-04-03,Un Sold,1970-01-01,6781,0,0,Shruthi,2,0,Excellent
PHGNT3,Cars24,California,Swift,Maruti,Sedan,Black,Automatic,5,4,Electric,2024,8000,28514,115,2019-08-29,Un Sold,1970-01-01,6676,0,0,Pranav,3,0,Excellent
BH107A,Carmudi,Chicago,Hilux,Toyota,Truck,Black,Automatic,4,2,Petrol,2020,7400,16384,200,2016-10-13,Un Sold,1970-01-01,6645,0,0,Shiva,5,0,Good
8O4VJ6,Carmix,Detroit,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Electric,2022,7700,60894,103,2024-05-04,Sold,2024-12-23,6175,7548,22,Vishwajeet,3,275,Excellent
2IGPHE,Sobri,Tennessee,Seltos,Kia,Hatchback,Red,Automatic,5,5,Hybrid,2024,7000,64437,150,2016-07-07,Un Sold,1970-01-01,5234,0,0,Dhruv,2,0,Good
J2WFZA,Carousell,Portland,Swift,Maruti,Sedan,Blue,Automatic,5,4,Electric,2023,8100,34771,115,2022-02-27,Un Sold,1970-01-01,6625,0,0,Shiva,3,0,Excellent
104E5G,Cars24,Columbus,Swift,Maruti,Sedan,Blue,Automatic,5,4,Diesel,2024,6600,5352,115,2018-01-13,Un Sold,1970-01-01,5075,0,0,Vishwajeet,4,0,Average
SODO3B,Carro,Detroit,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Hybrid,2020,7400,43156,150,2017-08-09,Un Sold,1970-01-01,6717,0,0,Anushka,4,0,Poor
LX1ZZE,Motor,Tucson,Swift,Maruti,Sedan,Gray,Automatic,5,4,Petrol,2016,7300,43538,115,2015-02-10,Un Sold,1970-01-01,5413,0,0,Arjuna,5,0,Good
TCLOU0,Knox,Detroit,Hilux,Toyota,Truck,Red,Automatic,4,2,Hybrid,2016,8800,52174,200,2024-08-27,Un Sold,1970-01-01,8285,0,0,Supriya,5,0,Average
J3YLCF,Carsome,California,Thar,Mahindra,SUV,Gray,Manual,5,3,Diesel,2015,8500,10082,130,2024-12-22,Un Sold,1970-01-01,6686,0,0,Aarush,4,0,Average
8DSRK6,Carousell,Tucson,Hilux,Toyota,Truck,Black,Automatic,4,2,Electric,2019,9000,74529,200,2023-03-01,Un Sold,1970-01-01,8480,0,0,Aditya,1,0,Excellent
Y5M3KQ,Automart,New York,Plato,Prazo,Convertible,Blue,Manual,2,2,Electric,2022,10200,28640,250,2020-11-27,Un Sold,1970-01-01,9629,0,0,Karan,3,0,Poor
QB49GL,Trust,North Carolina,Seltos,Kia,Hatchback,Black,Automatic,5,5,Petrol,2021,6300,69358,150,2018-11-24,Sold,2018-06-16,5153,4760,-8,Krishna,2,0,Average
132NWG,Carmix,Tucson,Kags,Renault,SUV,Gray,Automatic,7,5,Electric,2017,9700,75572,175,2021-02-05,Un Sold,1970-01-01,7997,0,0,Shailaja,5,0,Good
XVJFZL,Carro,Utah,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Petrol,2017,6700,95664,113,2018-12-17,Un Sold,1970-01-01,6030,0,0,Narayan,2,0,Excellent
6VIKH7,Skipper,Detroit,Hilux,Toyota,Truck,Red,Automatic,4,2,Hybrid,2022,8200,29877,200,2020-03-30,Sold,2024-02-19,7500,7971,6,Piyush,1,94,Average
MPQ4E6,APE,North Carolina,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Hybrid,2016,7800,45254,113,2016-03-13,Un Sold,1970-01-01,6614,0,0,Shilpa,1,0,Excellent
EI121C,APE,California,Fortuner,Toyota,SUV,Black,Automatic,8,5,Hybrid,2017,9200,24014,200,2019-09-23,Un Sold,1970-01-01,8683,0,0,Karan,4,0,Average
